ID_star,ID_system,Name,,Karmn,GJ,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,SKG,SKG_ref,Nplanet,Pl_Ref,Type,Class,Component,System,SB,SB_ref,object_type,Notes_multiplicity,WDS_id,WDS_disc,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,s02,rho02,theta01,theta02,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,M01,eM01,R01,eR01,M02,eM02,R02,eR02,q,Porb_d,ePorb_d,Porb_ref,a_au,a_ref,Teff_K,eTeff_K,Teff_ref,logg,elogg,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Mass_A,eMass_A,Mass_B,eMass_B,Mass_tot,eMass_tot,Ug_J,eUg_J,Porb_a,ePorb_a,muratio,deltaPA,deltad,crit_parity,crit_ruwe,crit_ipd,crit_rv,crit_rv_error,crit_fmp,crit_non_single,crit_DR3_non_single,Candidate,Bool_rho,Bool_new,HR_num,Bool_HR,Bool_MM,Bool_Lbol,Bool_DR2,Bool_FGK,Bool_WD,Bool_OBA,Bool_NMS,Bool_UCD,Bool_widest,GaiaDR3_id,GaiaDR2_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,d_pc,ed_pc,d01,ed01,d02,ed02,d03,ed03,d04,ed04,pm,pm_error,pm_ref,pmra,pmra_error,pmdec,pmdec_error,pmA,pmra_A_mas,epmra_A_mas,pmdec_A_mas,epmdec_A_mas,pmB,pmra_B_mas,epmra_B_mas,pmdec_B_mas,epmdec_B_mas,pmC,pmra_C_mas,epmra_C_mas,pmdec_C_mas,epmdec_C_mas,rv,rv_error,rv_ref,ruwe,l,b,RA_J2000,DE_J2000,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source
155,41,Wolf 58,,J01133+589,,01:13:20.12,+58:55:20.3,M1.5 Ve,71.5,2013AJ....145..102L,,,0,,Multiple,Double*,A,AB,,-,High proper motion,,,,,,,,,,,,,,,,,,0.5392,0.0285,0.5195,0.0128,This work,,,,,,,,,,,,,,,,,,,,,,,8.6769,0.0030,0.5392,0.0285,,,0.7178,0.0490,,,,,,,,,False,False,False,False,False,0,,false,true,true,4,true,false,true,false,false,false,false,false,false,false,414108140961406208,414108140961406208,01131976+5855224,J011319.99+585520.8,18.333826128726500,0.009499432519078260,58.922305123852400,0.011750109493732500,36.02500068284350,0.016983824,DR3,27.758500514789400,0.013086619800443600,27.758500514789400,0.013086619800443600,27.797723736576300,0.06780119259927710,,,,,210.929875879773,0.0195999232953985,DR3,163.80590925091700,0.011917641,-132.88730802125900,0.015560425,210.929875879773,163.805909250917,0.011917641,-132.887308021259,0.015560425,200.509527243628,156.118666945868,0.07344981,-125.821430394462,0.08015505,,,,,,-18.153828,0.3441838,DR3,1.2231702,125.76094176468800,-3.8291117957885800,18.332363,58.922894,11.9601,0.0042,10.8939,0.0028,9.8526,0.0043,8.409,0.027,7.770,0.031,7.570,0.017,AAA,7.394,0.034,7.384,0.019,7.286,0.018,7.148,0.105,AAAA,0.12975440919399300,31.654224395752000,1.3699166,26,27,VARIABLE,0.2276979,4.74691,21,-0.5112197,634,626,0.01006658747792240,0,False
157,,GJ 1033,,J01134-229,1033,01:13:24.20,-22:54:07.3,M4.0 V,74.0,1995AJ....110.1838R,,,0,,Single,,-,,,-,Low-Mass,,,,,,,,,,,,,,,,,,0.27700,0.01310,0.28530,0.00890,This work,,,,,,,,,,,,,,,3200,50,This work,4.50,0.25,0.0076882310,0.0000405087,This work,11.1055,0.0032,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2351469138289894528,2351469138289894528,01132401-2254077,J011324.14-225407.3,18.350835095821600,0.02208518050611020,-22.90203299753680,0.01911795139312740,44.17072875178820,0.030890109,DR3,22.63942724647750,0.015832529711499200,22.63942724647750,0.015832529711499200,,,,,,,153.265568859346,0.0501227089186224,DR3,150.933451396525,0.034371804,26.635086771243900,0.036481023,153.265568859346,150.933451396525,0.034371804,26.6350867712439,0.036481023,,,,,,,,,,,-1.8620763,1.182283,DR3,1.3216981,173.78200385218500,-83.47298250012220,18.350075,-22.902164,14.5385,0.0037,12.8798,0.0028,11.6388,0.0039,9.896,0.023,9.307,0.025,9.038,0.023,AAA,8.889,0.024,8.693,0.020,8.555,0.025,7.977,0.212,AAAB,0.2140483856201170,46.50424575805660,1.4774697,5,0,NOT_AVAILABLE,1.5274494E-05,19.164852,22,1.6892056,343,341,0.01916685700416570,1,False
158,,PM J01141+7904,,J01141+790,,01:14:06.69,+79:04:01.9,M3.0 V,73.0,2013MNRAS.435.2161F,,,0,,Single*,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.44040,0.03070,0.43090,0.01380,This work,,,,,,,,,,,,,,,3300,50,This work,4.50,0.25,0.0333300120,0.0004187652,This work,9.4272,0.0098,,,,,,,,,,,,,,,True,False,False,False,False,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,565296654833168768,565296654833168768,01140633+7904007,J011406.57+790401.4,18.527869433634300,0.08923705667257310,79.06719794225030,0.08857771009206770,23.928559362379300,0.10305801,DR3,41.791065849631100,0.1799901121090180,41.791065849631100,0.1799901121090180,,,,,,,89.7073801831528,0.153836938401886,DR3,53.848677213751800,0.1052036,71.74771091577690,0.11224084,89.7073801831528,53.8486772137518,0.1052036,71.7477109157769,0.11224084,,,,,,,,,,,19.597311,0.68329006,DR3,8.075805,124.04992381422900,16.244698036620800,18.526415,79.066887,14.0171,0.0030,12.5326,0.0028,11.3283,0.0038,9.667,0.021,9.077,0.029,8.811,0.025,AAA,8.647,0.024,8.520,0.020,8.400,0.020,8.323,0.165,AAAB,1.0264705419540400,1280.48828125,1.4610049,0,0,NOT_AVAILABLE,0.058480293,9.164304,21,2.3386528,316,310,0.011112239211797700,0,False
159,,LP 351-6,,J01147+253,,01:14:49.86,+25:18:57.6,M1.5 V,71.5,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.53520,0.02860,0.51600,0.01290,This work,,,,,,,,,,,,,,,3600,50,This work,4.50,0.25,0.0502152400,0.0002640645,This work,8.7049,0.0037,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,294332390808824320,294332390808824320,01144937+2519012,J011449.71+251858.6,18.7077654667638,0.030385658144950900,25.315987498818800,0.017220398411154700,30.47068030736060,0.032799218,DR3,32.81843365205200,0.03532638421309440,32.81843365205200,0.03532638421309440,,,,,,,422.325503678213,0.0393378188906433,DR3,373.7826226880050,0.033354595,-196.58428735159000,0.020855095,422.325503678213,373.782622688005,0.033354595,-196.58428735159,0.020855095,,,,,,,,,,,-24.321823,0.26786864,DR3,1.2032903,129.57709497394200,-37.25373730010400,18.705736,25.317003,12.4288,0.0037,11.2855,0.0029,10.2205,0.0040,8.828,0.020,8.173,0.023,7.953,0.020,AAA,7.832,0.023,7.795,0.019,7.718,0.019,7.649,0.119,AAAB,0.1761903464794160,36.599342346191400,1.3756061,0,0,NOT_AVAILABLE,0.81140995,3.0071163,14,-1.4892151,229,228,0.007641376927495000,2,False
162,,Wolf 59,,J01161+601,,01:16:10.94,+60:09:09.6,M0.5 V,70.5,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.56250,0.02810,0.54040,0.01260,This work,,,,,,,,,,,,,,,3700,50,This work,5.50,0.25,0.0515711640,0.0002230867,This work,8.5126,0.0031,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,510339632011519872,510339627703832960,01161005+6009130,J011610.66+600910.7,19.045602017197100,0.013811732642352600,60.15267782240500,0.01646954007446770,39.082582522462400,0.02257946,DR3,25.586845480982700,0.014782471289659000,25.586845480982700,0.014782471289659000,,,,,,,428.484374479553,0.0281614272869146,DR3,379.3380826756710,0.017818578,-199.25229786649800,0.021807436,428.484374479553,379.338082675671,0.017818578,-199.252297866498,0.021807436,,,,,,,,,,,7.470557,0.18961027,DR3,1.0387365,126.00929195410700,-2.571137822388050,19.041906,60.153625,11.5506,0.0029,10.5527,0.0028,9.5621,0.0038,8.333,0.021,7.667,0.018,7.440,0.040,AAA,7.311,0.038,7.315,0.020,7.252,0.017,7.128,0.096,AAAA,0.20188020169735000,65.90652465820310,1.3375762,0,0,VARIABLE,0.0077420985,2.6830606,32,1.1201769,576,572,0.01814045011997220,0,False
163,,GJ 3084,,J01178+054,3084,01:17:53.34,+05:28:16.0,M0.5 V,70.5,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.47940,0.01760,0.47710,0.01300,This work,,,,,,,,,,,,,,,3700,50,This work,4.50,0.25,0.0384285520,0.0002256615,This work,8.9154,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2564324345929277184,2564324345929277184,01175325+0528256,J011753.30+052819.5,19.472269673905700,0.018524043262004900,5.471111484456790,0.013377825729548900,55.24816047250360,0.02136127,DR3,18.10015014884870,0.006998281771979060,18.10015014884870,0.006998281771979060,,,,,,,640.238621209125,0.0345955002390548,DR3,87.8131010306212,0.02743108,-634.1879464126920,0.021080429,640.238621209125,87.8131010306212,0.02743108,-634.187946412692,0.021080429,,,,,,,,,,,-59.918358,0.17493045,DR3,1.1507359,135.0095490374120,-56.7790830773888,19.471902,5.473800,11.2603,0.0029,10.2038,0.0028,9.1785,0.0038,7.839,0.021,7.240,0.049,7.020,0.018,AAA,6.797,0.062,6.779,0.021,6.777,0.016,6.597,0.063,AAAA,0.11535315960645700,20.214778900146500,1.3563354,12,0,VARIABLE,0.5505882,1.7386208,19,-1.5535095,487,481,0.022025739774107900,1,False
164,,Ross 324,,J01178+286,,01:17:50.21,+28:40:09.6,M0.5 V,70.5,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.36630,0.01470,0.36990,0.01030,This work,,,,,,,,,,,,,,,3600,50,This work,5.50,0.25,0.0207053440,0.0000905870,This work,9.5788,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,308828253324985984,308828253324985984,01175067+2840143,J011750.35+284011.1,19.459213398032100,0.01509218942373990,28.669329862628000,0.012525145895779100,59.84698575598400,0.018249558,DR3,16.709279295658000,0.005095276859684100,16.709279295658000,0.005095276859684100,,,,,,,431.544635116466,0.0246541481400605,DR3,-342.9403341698490,0.020244837,-261.9593466499640,0.014070309,431.544635116466,-342.940334169849,0.020244837,-261.959346649964,0.014070309,,,,,,,,,,,-69.49797,0.27077484,DR3,1.2156497,129.90575550901500,-33.84469434049180,19.461128,28.670643,11.7904,0.0030,10.6936,0.0028,9.6573,0.0038,8.323,0.029,7.765,0.026,7.503,0.021,AAA,7.319,0.034,7.246,0.021,7.177,0.017,6.972,0.083,AAAA,0.12430790811777100,21.360010147094700,1.3574163,0,0,NOT_AVAILABLE,0.40277067,2.807747,14,-2.1030262,314,313,0.0015736563364043800,1,False
165,,GJ 56.1,,J01182-128,56.1,01:18:16.20,-12:54:10.2,M2.0 V,72.0,2004AJ....128..463R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.50030,0.02930,0.48480,0.01320,This work,,,,,,,,,,,,,,,3500,50,This work,5.50,0.25,0.0397623670,0.0002316463,This work,8.9607,0.0035,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2456594647612706432,2456594643316646784,01181599-1253581,J011816.13-125406.5,19.567501869402400,0.03217364847660070,-12.902831133076300,0.02639038674533370,42.10358001641970,0.042299755,DR3,23.750949434941600,0.023861613233924900,23.750949434941600,0.023861613233924900,,,,,,,697.940414187227,0.0673942689490212,DR3,174.32575209077200,0.04874087,-675.8190245278870,0.04654369,697.940414187227,174.325752090772,0.04874087,-675.819024527887,0.04654369,,,,,,,,,,,7.42619,0.22916454,DR3,1.0699698,148.06556524214400,-74.45017067880910,19.566660,-12.899485,12.0248,0.0034,10.8391,0.0028,9.7491,0.0039,8.356,0.024,7.737,0.026,7.550,0.036,AAA,7.344,0.033,7.307,0.020,7.232,0.016,7.191,0.096,AAAA,0.29579588770866400,106.28196716308600,1.3920058,0,0,NOT_AVAILABLE,0.13813648,2.4901829,16,0.3264144,302,300,0.03181511163711550,1,False
166,,GJ 1035,,J01198+841,1035,01:19:41.88,+84:09:40.4,M5.0 V,75.0,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.18330,0.01070,0.19650,0.00640,This work,,,,,,,,,,,,,,,3100,50,This work,3.50,0.25,0.0032119688,0.0000158562,This work,12.2991,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,573273684709125504,573273684709125504,01195227+8409327,J011945.46+840937.7,19.92451075024580,0.01610032469034200,84.16122554058280,0.013549445196986200,69.21243099560380,0.017218182,DR3,14.448271583807200,0.0035943394291586500,14.448271583807200,0.0035943394291586500,,,,,,,1090.96833519796,0.0267894841865002,DR3,-981.8531464972530,0.019432819,475.57996921447600,0.018440228,1090.96833519796,-981.853146497253,0.019432819,475.579969214476,0.018440228,,,,,,,,,,,-42.900417,0.7861485,DR3,1.1719855,123.70157312082400,21.331753677118100,19.967825,84.159111,15.0557,0.0042,13.0982,0.0028,11.7928,0.0040,9.855,0.026,9.314,0.031,9.025,0.023,AAA,8.834,0.023,8.629,0.019,8.427,0.022,7.899,0.146,AAAB,0.13303908705711400,15.91096019744870,1.5203168,0,0,NOT_AVAILABLE,0.043669872,11.309402,20,0.0030976136,314,314,0.012369743548333600,0,False
167,,Ross 788,,J01214+243,,01:21:29.78,+24:19:50.2,M0.0 V,70.0,2013AJ....145..102L,Hya,Lod19/Fre20,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.66070,0.02630,0.62780,0.01190,This work,,,,,,,,,,,,,,,3900,50,This work,5.00,0.25,0.0859097800,0.0003732721,This work,7.8618,0.0032,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,293605068161883776,293605068161883776,01212932+2419500,J012129.64+241950.1,20.374077299642500,0.017035404220223400,24.330609341713800,0.016088513657450700,36.887613414708600,0.026936222,DR3,27.10937107146270,0.01979591439684000,27.10937107146270,0.01979591439684000,,,,,,,340.617212467466,0.0309708564940803,DR3,340.49635552487,0.02460538,9.072888370746980,0.018808754,340.617212467466,340.49635552487,0.02460538,9.07288837074698,0.018808754,,,,,,,,,,,10.743015,0.20757236,DR3,1.1281362,131.63350401890600,-38.032743088169200,20.372197,24.330570,10.9258,0.0029,10.0274,0.0028,9.0954,0.0038,7.894,0.021,7.280,0.018,7.109,0.023,AAA,6.947,0.052,7.057,0.020,6.981,0.016,6.894,0.074,AAAA,0.10199415683746300,11.77543830871580,1.3101573,17,11,NOT_AVAILABLE,0.003121244,2.1315403,17,1.7518383,252,249,0.014593582600355100,0,False
169,44,GJ 3093,,J01227+005,3093,01:22:44.77,+00:31:55.7,M5.0 V,75.0,2014AJ....147...20N,,,0,,Multiple,Double,A,AB,,-,High proper motion,,,,,,,,,,,,,,,,,,0.2201,0.0377,0.2285,0.0169,This work,,,,,,,,,,,,,,,,,,,,,,,11.6691,0.0043,0.2201,0.0377,,,0.3870,0.0559,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,false,true,false,false,false,false,false,false,false,2534338503471881728,2534338503471881728,01224500+0032042,J012244.87+003158.8,20.68655379488500,0.08313868939876560,0.5321286845420270,0.05762680247426030,65.5162387375755,0.09915338,DR3,15.26339147772950,0.02309987393113400,15.26339147772950,0.02309987393113400,14.45086705202310,0.960606769354138,,,,,559.584223952821,0.141302965916534,DR3,-185.03905265010400,0.11896918,-528.1051530625630,0.07624213,559.584223952821,-185.039052650104,0.11896918,-528.105153062563,0.07624213,580.697856031861,-221.0,,-537.0,,,,,,,-1.9620286,0.70652974,DR3,1.4205256,139.42333634991200,-61.3331348149045,20.687524,0.534511,14.0971,0.0151,12.5874,0.0028,11.0522,0.0172,9.201,0.033,8.452,0.029,8.299,0.029,AAE,7.956,0.023,7.768,0.019,7.639,0.018,7.399,0.125,AAAB,0.7415574789047240,579.761474609375,1.9114913,45,45,NOT_AVAILABLE,,,12,,357,355,0.012758326716721100,72,False
171,45,Wolf 66 A,,J01256+097,,01:25:36.89,+09:45:18.5,M4.0 V,74.0,1995AJ....110.1838R,,,0,,Multiple,Double,A,AB,,-,High proper motion,,,,,,,,,,,,,,,,,,0.2697,0.0357,0.2750,0.0161,This work,,,,,,,,,,,,,,,,,,,,,,,11.0497,0.0271,0.2697,0.0357,,,,,,,,,,,,,True,True,False,False,False,0,,false,true,false,4,true,false,true,false,false,false,false,false,false,false,2579116591253816832,2579116595549332864,01253666+0945244,J012536.79+094520.3,21.40369360248060,0.5935755372047420,9.755131457443110,0.2872872054576870,54.563909303480500,0.67654634,DR3,18.32713258205300,0.22724094789688700,18.32713258205300,0.22724094789688700,,,,,,,455.845284819061,0.846490492983267,DR3,209.12643349784900,0.78659165,-405.0445142255850,0.31276146,455.845284819061,209.126433497849,0.78659165,-405.044514225585,0.31276146,,,,,,,,,,,-13.439834,0.7654211,DR3,17.589603,136.75271025705900,-52.19710759664980,21.402767,9.756782,13.4100,0.0037,12.3652,0.0029,10.6162,0.0042,8.952,0.023,8.413,0.044,8.089,0.021,AAA,7.905,0.023,7.738,0.020,7.629,0.019,7.441,0.135,AAAB,3.8825438022613500,17019.6484375,2.3846896,42,40,NOT_AVAILABLE,0.011443158,6.629382,13,1.603464,361,333,0.20128707587719000,86,False
173,,Wolf 1523,,J01317+209,,01:32:44.80,+20:59:13.5,M2.0 V,72.0,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.44840,0.01700,0.44780,0.01250,This work,,,,,,,,,,,,,,,3600,50,This work,4.50,0.25,0.0303381660,0.0001717893,This work,9.2429,0.0034,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,288484608151416960,288484608151416960,01324427+2059160,J013244.63+205914.3,23.186677696933300,0.02934633381664750,20.987093181257800,0.018620459362864500,38.68086803946150,0.034571543,DR3,25.85257391276270,0.023106083601173400,25.85257391276270,0.023106083601173400,,,,,,,441.642158085781,0.0481145374746147,DR3,419.5650382019630,0.043011,-137.8875430096990,0.02156531,441.642158085781,419.565038201963,0.043011,-137.887543009699,0.02156531,,,,,,,,,,,58.734207,0.2262146,DR3,1.718793,135.7171154223150,-40.85688956593610,23.184492,20.987780,12.4539,0.0030,11.3054,0.0028,10.2388,0.0038,8.825,0.026,8.260,0.031,8.025,0.017,AAA,7.900,0.023,7.808,0.019,7.710,0.019,7.604,0.131,AAAB,0.24859581887722000,116.73880004882800,1.3760476,0,0,VARIABLE,0.1169624,3.4900703,31,-0.42948186,417,406,0.009308780543506150,0,False
174,,GJ 3098,,J01324-219,3098,01:32:25.53,-21:54:32.7,M1.5 Vk:,71.5,2006AJ....132..161G,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.49770,0.01840,0.49450,0.01380,This work,,,,,,,,,,,,,,,3600,50,This work,5.50,0.25,0.0369994230,0.0001623890,This work,8.9492,0.0030,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,5042734468172061440,5042734468172061440,01322625-2154172,J013225.74-215427.8,23.106358882008000,0.0177654717117548,-21.90906970123610,0.014349833130836500,53.67271727604760,0.02587566,DR3,18.631439784515400,0.00898223204715107,18.631439784515400,0.00898223204715107,,,,,,,1065.06111068014,0.0291785305179761,DR3,-587.8706940775880,0.026137635,-888.1234241522700,0.012969606,1065.06111068014,-587.870694077588,0.026137635,-888.12342415227,0.012969606,,,,,,,,,,,-29.903952,0.15147981,DR3,1.3988502,185.89741490298500,-79.32206937547580,23.109413,-21.904795,11.3853,0.0029,10.3004,0.0028,9.2608,0.0038,7.977,0.021,7.346,0.029,7.100,0.016,AAA,6.907,0.036,6.882,0.020,6.834,0.015,6.730,0.079,AAAA,0.19968187808990500,59.83995819091800,1.3635955,0,0,NOT_AVAILABLE,0.54786885,1.8827744,39,-1.5687891,682,672,0.044087886810302700,0,False
175,,LP 768-113,,J01339-176,,01:33:58.05,-17:38:26.8,dM4.0,74.0,2019A&A...625A..68S,,,0,,Single,,-,,,-,Low-Mass,,,,,,,,,,,,,,,,,,0.26710,0.01070,0.27590,0.00560,This work,,,,,,,,,,,,,,,3376,34,Marf21,5.50,0.25,0.0089098020,0.0000460750,This work,10.9002,0.0032,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2450599697900838912,2450599697900838912,01335800-1738235,J013358.03-173825.7,23.49187379987120,0.036235444247722600,-17.640773463135600,0.024726370349526400,68.01866753795040,0.049708106,DR3,14.701846363603900,0.010744123104587300,14.701846363603900,0.010744123104587300,,,,,,,190.968135490924,0.0553327066711464,DR3,42.72163542155260,0.04889013,-186.1281564938200,0.025912615,190.968135490924,42.7216354215526,0.04889013,-186.12815649382,0.025912615,,,,,,,,,,,6.7438707,0.2653529,DR3,1.8343284,171.10282855542100,-76.35114758911650,23.491677,-17.639870,13.2862,0.0032,11.7371,0.0028,10.5195,0.0038,8.842,0.025,8.244,0.017,7.972,0.036,AAA,7.789,0.027,7.651,0.020,7.547,0.020,7.526,0.139,AAAB,0.3763658404350280,159.57998657226600,1.4660822,1,0,NOT_AVAILABLE,0.81505954,3.6787782,23,-1.3988482,420,420,0.0317414365708828,0,False
176,46,1RXS J013514.2-071254,,J01352-072,,01:35:14.03,-07:12:52.2,M4.0 V,74.0,2006AJ....132..866R,LA/Cas/beta Pic/Tuc-Hor,Shk12/Kra14/Rie17,0,,Single,Single,-,,,-,Spectroscopic binary,Mal14 classified it as an SB but RV variations are due to large and very cool spots on surface,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,n/a,,n/a,,,,,,,,,9.1148,0.0049,,,,,,,,,,,,,,,False,False,True,False,False,0,,false,true,false,4,true,false,true,false,false,false,false,false,false,false,2477870708709917568,2477870708709917568,01351393-0712517,J013513.99-071252.0,23.808452780623700,0.04146276041865350,-7.214511232156200,0.02292616292834280,26.82316957306470,0.04609781,DR3,37.281201883172700,0.06407079358391350,37.281201883172700,0.06407079358391350,,,,,,,108.437485584603,0.0722330432282523,DR3,96.7631066458467,0.06759426,-48.94475939419380,0.025468187,108.437485584603,96.7631066458467,0.06759426,-48.9447593941938,0.025468187,,,,,,,,,,,5.875812,3.5077717,DR3,1.4883922,152.48215461001900,-67.53813693688840,23.808045,-7.214381,13.5670,0.0075,11.9722,0.0031,10.7371,0.0048,8.964,0.021,8.387,0.027,8.078,0.033,AAA,7.969,0.025,7.798,0.020,7.684,0.018,7.460,0.135,AAAB,0.29807329177856400,82.94003295898440,1.4799781,1,0,NOT_AVAILABLE,0.0,34.11023,16,4.4478683,314,313,0.04134882241487500,2,False
177,47,V*EXCet,,,,01:37:35.65,-06:45:39.1,K0/1 V,60.0,1999MSS...C05....0H,,,0,,Multiple,Double,A,A+B,,-,BY Dra variable,Known (5.587 arcsec) from lucky imaging (Ber10),,,,,,,,,,,,,,,,,0.880,0.132,0.813,0.122,Pec13,,,,,,,,,,,,,,,5300,50,This work,4.50,0.25,0.4565067600,0.0017603541,This work,5.5591,0.0031,0.8800,0.1320,,,1.2023,0.1328,,,,,,,,,False,False,False,False,False,0,,false,true,false,3,true,false,true,false,true,false,false,false,false,false,2477815222028038272,2477815222028038272,01373545-0645375,J013735.57-064538.5,24.398547155959200,0.018963225185871100,-6.760861184078480,0.012839254923164800,41.56362142958950,0.02377921,DR3,24.059501208142800,0.013764823950503700,24.059501208142800,0.013764823950503700,23.98143227412360,0.025629912178746000,,,,,197.856318438651,0.0324477012059643,DR3,171.7982428481430,0.028519247,-98.1452316742261,0.015475977,197.856318438651,171.798242848143,0.028519247,-98.1452316742261,0.015475977,200.546957593842,173.893018184625,0.044706125,-99.9014535769532,0.026699057,,,,,,11.4593315,0.122448325,DR3,0.9679045,153.30946370308100,-66.87020654334490,24.397736,-6.760421,7.8654,0.0030,7.4655,0.0028,6.8945,0.0039,6.225,0.024,5.899,0.036,5.753,0.018,AAA,5.772,0.130,5.673,0.048,5.778,0.014,5.569,0.039,BAAA,0.1216040775179860,11.264376640319800,1.2140001,0,0,VARIABLE,0.51687145,0.73221684,23,-0.70460474,341,340,0.005921780597418550,0,False
179,,TYC 4031-2527-1,,J01373+610,,01:37:21.44,+61:05:27.6,M1.5 V,71.5,2013AJ....145..102L,,,0,,Single*,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.65960,0.02640,0.62680,0.01190,This work,,,,,,,,,,,,,,,3600,50,This work,5.50,0.25,0.1011445800,0.0012789558,This work,7.8690,0.0087,,,,,,,,,,,,,,,True,False,False,False,False,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,509925734600845056,509925734600845056,01372145+6105286,J013721.44+610527.9,24.33933333647410,0.048145145177841200,61.09098999331240,0.05691447854042050,23.02254445634020,0.08703757,DR3,43.435685481958500,0.16421019504613500,43.435685481958500,0.16421019504613500,,,,,,,66.753280934601,0.096234815731535,DR3,-8.454343971871110,0.06635485,-66.21574271681210,0.0697006,66.753280934601,-8.45434397187111,0.06635485,-66.2157427168121,0.0697006,,,,,,,,,,,,,-,4.7428675,128.45439338016600,-1.287435640185720,24.339405,61.091293,12.1525,0.0029,11.0582,0.0028,10.0139,0.0038,8.662,0.021,8.055,0.049,7.817,0.023,AAA,7.720,0.027,7.668,0.020,7.593,0.019,7.509,0.157,AAAB,0.8210167288780210,1160.6719970703100,1.3660464,1,0,NOT_AVAILABLE,,,,,619,618,0.012197233736515000,0,False
