ID_star,ID_system,Name,,Karmn,GJ,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,SKG,SKG_ref,Nplanet,Pl_Ref,Type,Class,Component,System,SB,SB_ref,object_type,Notes_multiplicity,WDS_id,WDS_disc,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,s02,rho02,theta01,theta02,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,M01,eM01,R01,eR01,M02,eM02,R02,eR02,q,Porb_d,ePorb_d,Porb_ref,a_au,a_ref,Teff_K,eTeff_K,Teff_ref,logg,elogg,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Mass_A,eMass_A,Mass_B,eMass_B,Mass_tot,eMass_tot,Ug_J,eUg_J,Porb_a,ePorb_a,muratio,deltaPA,deltad,crit_parity,crit_ruwe,crit_ipd,crit_rv,crit_rv_error,crit_fmp,crit_non_single,crit_DR3_non_single,Candidate,Bool_rho,Bool_new,HR_num,Bool_HR,Bool_MM,Bool_Lbol,Bool_DR2,Bool_FGK,Bool_WD,Bool_OBA,Bool_NMS,Bool_UCD,Bool_widest,GaiaDR3_id,GaiaDR2_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,d_pc,ed_pc,d01,ed01,d02,ed02,d03,ed03,d04,ed04,pm,pm_error,pm_ref,pmra,pmra_error,pmdec,pmdec_error,pmA,pmra_A_mas,epmra_A_mas,pmdec_A_mas,epmdec_A_mas,pmB,pmra_B_mas,epmra_B_mas,pmdec_B_mas,epmdec_B_mas,pmC,pmra_C_mas,epmra_C_mas,pmdec_C_mas,epmdec_C_mas,rv,rv_error,rv_ref,ruwe,l,b,RA_J2000,DE_J2000,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source
2153,586,GJ 754.1 B,,J19205-076,754.1 B,19:20:33.38,-07:39:46.6,M2.5 V,72.5,1995AJ....110.1838R,,,0,,Multiple,Double,A,A+B,,-,White dwarf,WRH  31 BC and LMP  41 BD are optical.,,,,,,,,,,,,,,,,,0.286,0.035,0.290,0.016,This work,,,,,,,,,,,,,,,,,,,,,,,10.8649,0.0029,0.2860,0.0350,,,0.7860,0.1060,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,false,true,false,false,true,false,false,false,false,4201781696994082944,4201781696994082944,19203346-0739435,J192033.38-073945.5,290.13909487970400,0.025614330545067800,-7.662944466801490,0.02474074251949790,95.1783951524141,0.031006021,DR3,10.506586062925800,0.003422703519887230,10.506586062925800,0.003422703519887230,10.506874961697100,0.0032288430855168800,,,,,191.462388670909,0.0370744772121786,DR3,-70.59099363530760,0.028349893,-177.97403713224600,0.02389143,191.462388670909,-70.5909936353076,0.028349893,-177.974037132246,0.02389143,173.039245662492,-61.2243253932766,0.029151015,-161.84610752064,0.02421328,,,,,,11.309451,0.29543307,DR3,1.1695817,29.357291851276000,-9.937166209316400,290.139422,-7.662100,12.3691,0.0033,10.9722,0.0028,9.8072,0.0039,8.221,0.029,7.661,0.026,7.414,0.020,AAA,7.041,0.038,6.972,0.020,6.905,0.016,6.622,0.089,AAAA,0.1808485984802250,32.70277786254880,1.4311632,0,0,NOT_AVAILABLE,0.48695973,1.5261984,7,-1.3733182,194,194,0.025005990639329000,0,False
2155,587,2MASS J19204172+7311434,,J19206+731S,,19:20:41.75,+73:11:42.4,M4.0 V,74.0,This work,,,1,Cad22,Multiple,Double*,A,A+B,,-,High proper motion,,,,,,,,,,,,,,,,,,0.22750,0.01420,0.23840,0.01070,This work,,,,,,,,,,,,,,,3448,77,Marf21,4.50,0.25,0.0072371387,0.0000712158,This work,11.1764,0.0030,0.2275,0.0142,,,0.4674,0.0394,,,,,,,,,False,False,True,False,False,0,,false,true,true,4,true,true,true,false,false,false,false,false,false,false,2264839957167921024,2264839957167921024,19204172+7311434,J192041.79+731144.0,290.17397780753900,0.014411265961825800,73.19509791591850,0.013438374735415000,32.7823367751916,0.014032902,DR3,30.504231801948900,0.013057729788987300,30.504231801948900,0.013057729788987300,30.495926347025400,0.013075020692798600,,,,,74.4855669380461,0.0238761405035112,DR3,7.79961098598535,0.016931131,-74.07608082606320,0.016834693,74.4855669380461,7.79961098598535,0.016931131,-74.0760808260632,0.016834693,82.5008956642776,6.84541443457494,0.016931191,-82.2164100811202,0.016831873,,,,,,-34.93979,3.6723375,DR3,1.4139313,104.66495696024700,23.81291925205840,290.173867,73.195396,15.2216,0.0036,13.5982,0.0028,12.3620,0.0039,10.604,0.058,10.026,0.058,9.740,0.046,AAA,8.938,0.023,8.760,0.019,8.686,0.023,8.461,0.288,AAAB,0.11287761479616200,8.499277114868160,1.4769402,0,0,NOT_AVAILABLE,0.00032333643,17.475956,19,11.266686,348,346,0.011422853916883500,0,False
2157,,GJ 1235,,J19216+208,1235,19:21:37.62,+20:51:40.0,M4.0 Ve,74.0,2015AJ....149..106D,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.19540,0.00960,0.20800,0.00450,This work,,,,,,,,,,,,,,,3278,35,Marf21,4.50,0.25,0.0044985780,0.0000246601,This work,11.8093,0.0030,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,4516795626657707008,4516795626642787456,19213867+2052028,J192137.98+205147.7,290.4067345816520,0.022383345291018500,20.86110512806950,0.030909519642591500,94.39897902110630,0.043356072,DR3,10.593334910713500,0.0048653639676157900,10.593334910713500,0.0048653639676157900,,,,,,,1738.78936714575,0.0566576224363202,DR3,-949.4991832985650,0.03873222,-1456.6536184743700,0.041350953,1738.78936714575,-949.499183298565,0.03873222,-1456.65361847437,0.041350953,,,,,,,,,,,3.565739,0.36155823,DR3,0.9070973,54.85863951793970,3.0464723775966700,290.411164,20.867451,13.7023,0.0040,11.9345,0.0028,10.6554,0.0040,8.796,0.020,8.219,0.036,7.935,0.016,AAA,7.745,0.024,7.585,0.018,7.468,0.017,7.571,0.147,AAAB,0.40917980670929000,251.48367309570300,1.5096024,1,0,NOT_AVAILABLE,0.17355223,5.8059335,29,-0.18480267,630,625,0.01076157670468090,1,True
2158,,V*V2078Cyg,,J19218+286,,19:21:52.48,+28:40:02.3,M1.5 V,71.5,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.51440,0.02900,0.49740,0.01310,This work,,,,,,,,,,,,,,,3600,50,This work,5.50,0.25,0.0403940603,0.0001511005,This work,8.8566,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2038078706303237632,2038078706303237632,19215134+2839578,J192152.12+284000.9,290.4686735984260,0.00951069500297308,28.667304918150000,0.011513890698552100,42.42273027062250,0.0148275,DR3,23.572268772443800,0.008238927881203560,23.572268772443800,0.008238927881203560,,,,,,,901.750669589559,0.0197137585434446,DR3,864.8029268978890,0.012337848,255.4802687764000,0.015375623,901.750669589559,864.802926897889,0.012337848,255.4802687764,0.015375623,,,,,,,,,,,-30.505203,0.2660258,DR3,1.2137268,61.82328021506990,6.623438741901190,290.463917,28.666075,11.7986,0.0029,10.7186,0.0028,9.6819,0.0038,8.352,0.024,7.745,0.017,7.548,0.024,AAA,7.390,0.034,7.330,0.020,7.275,0.017,7.221,0.114,AAAB,0.1166110709309580,20.866226196289100,1.3619602,1,0,NOT_AVAILABLE,0.0329078,3.2790623,16,0.43136087,468,465,0.005298946052789690,0,False
2159,,GJ 1236,,J19220+070,1236,19:22:01.28,+07:02:23.2,M4.0 V,74.0,2014AJ....147...20N,,,0,,Single,,-,,,-,High proper motion,CRC 34 is optical,,,,,,,,,,,,,,,,,0.23490,0.01170,0.24540,0.00750,This work,,,,,,,,,,,,,,,3300,50,This work,5.50,0.25,0.0064330939,0.0000271103,This work,11.1274,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,4295619138933719808,4295619138933719808,19220206+0702310,J192201.54+070225.6,290.5053135617550,0.02197282761335370,7.039776545868730,0.021366776898503300,94.1928882005881,0.026373863,DR3,10.616512765490900,0.0029726071528727100,10.616512765490900,0.0029726071528727100,,,,,,,863.347281676789,0.0383616650699161,DR3,-739.8597365216010,0.028348975,-444.94505172311700,0.025844786,863.347281676789,-739.859736521601,0.028348975,-444.94505172311700,0.025844786,,,,,,,,,,,23.960629,0.1651444,DR3,1.0098115,42.69700076827910,-3.5336628372961200,290.508605,7.041950,12.6825,0.0030,11.2573,0.0028,10.0849,0.0039,8.524,0.026,7.937,0.023,7.688,0.020,AAA,7.505,0.027,7.351,0.020,7.252,0.016,7.340,0.117,AAAB,0.20883119106292700,43.133663177490200,1.434437,6,0,NOT_AVAILABLE,0.9921226,0.5605564,7,-2.3528051,258,257,0.012351693585515000,2,False
2160,,GSC 02654-01527,,J19228+307,,19:22:48.64,+30:45:13.5,M0.0 V,70.0,2013AJ....145..102L,,,0,,Single*,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.70410,0.02570,0.66630,0.01160,This work,,,,,,,,,,,,,,,3900,50,This work,5.00,0.25,0.1107821092,0.0012632880,This work,7.5925,0.0087,,,,,,,,,,,,,,,True,False,True,False,False,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,2038961889014257920,2038961889014257920,19224870+3045121,J192248.67+304513.1,290.7026792899900,0.08145121484994890,30.753757369147600,0.10452382266521500,32.702328436972800,0.124127135,DR3,30.57886235615610,0.11606716577213700,30.57886235615610,0.11606716577213700,,,,,,,115.477851048806,0.166506496884735,DR3,-66.34667334137420,0.10647058,94.5158876559028,0.1280173,115.477851048806,-66.3466733413742,0.10647058,94.5158876559028,0.1280173,,,,,,,,,,,-13.112909,4.605594,DR3,9.112168,63.78514241175870,7.400034472467580,290.702958,30.753374,10.9104,0.0030,10.0196,0.0028,9.0908,0.0038,7.859,0.024,7.267,0.033,7.086,0.016,AAA,6.938,0.049,6.956,0.020,6.898,0.017,6.840,0.075,AAAA,1.1861580610275300,1884.9801025390600,1.3094382,0,0,NOT_AVAILABLE,0.0,33.69486,11,48.50877,404,387,0.0043088817037642,0,False
2161,,NLTT 47788,,J19234+666,,19:23:24.51,+66:39:54.2,M1.0 V,71.0,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.54930,0.02830,0.52860,0.01270,This work,,,,,,,,,,,,,,,3700,50,This work,4.50,0.25,0.0506724939,0.0002179065,This work,8.6051,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2254867558502251264,2254867558502251264,19232506+6639525,J192324.67+663953.6,290.8521305045270,0.012456373311579200,66.6650513653928,0.012050798162818000,30.66917481128570,0.011679638,DR3,32.606028892307100,0.012417243581641800,32.606028892307100,0.012417243581641800,,,,,,,209.841714360725,0.0223324479166781,DR3,-187.48239630524800,0.01572021,94.2544225036157,0.015862321,209.841714360725,-187.482396305248,0.01572021,94.2544225036157,0.015862321,,,,,,,,,,,-77.66829,0.25955543,DR3,0.9615046,97.96074210033910,21.69518899151090,290.854433,66.664604,12.2271,0.0030,11.1716,0.0028,10.1413,0.0038,8.864,0.030,8.208,0.023,8.023,0.020,AAA,7.862,0.025,7.824,0.020,7.738,0.017,7.524,0.081,AAAA,0.10535150021314600,17.85466766357420,1.3616431,78,78,NOT_AVAILABLE,0.44023573,4.93869,34,-1.035536,311,310,0.0026517293881624900,0,False
2163,589,TYC 4592-101-1,,J19242+797,,19:24:15.66,+79:43:37.3,M1.0 V,71.0,2013AJ....145..102L,Cas,This work,0,,Multiple,Double,A,A+B,,-,High proper motion,,,,,,,,,,,,,,,,,,0.62040,0.02700,0.59200,0.01220,This work,,,,,,,,,,,,,,,3800,50,This work,4.50,0.25,0.0741525143,0.0003458969,This work,8.1212,0.0030,0.6204,0.0270,,,1.2080,0.0386,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2294803603233537664,2294803603233537664,19241517+7943367,J192415.48+794337.1,291.06524780907000,0.011348110623657700,79.72702995582570,0.012779034674167600,27.876307999012700,0.01259661,DR3,35.872756178308000,0.016210005974221600,35.872756178308000,0.016210005974221600,35.880255168369300,0.01814878829928420,,,,,88.1952129156709,0.0212981137617862,DR3,82.11003931957340,0.014841181,32.192188869019500,0.015275765,88.1952129156709,82.1100393195734,0.014841181,32.1921888690195,0.015275765,87.7683770126745,81.2387584321989,0.020297235,33.2197551440976,0.017728979,,,,,,-12.582177,0.3362014,DR3,1.1053131,111.68118891340200,25.21526414018920,291.063213,79.726875,11.8699,0.0030,10.8950,0.0028,9.9160,0.0038,8.665,0.024,8.027,0.033,7.834,0.020,AAA,7.715,0.029,7.735,0.020,7.666,0.018,7.648,0.099,AAAA,0.10221614688634900,12.880831718444800,1.3325379,0,0,VARIABLE,0.747002,3.6055183,13,-1.042294,339,337,0.008226001635193830,0,False
2165,,GJ 1238,,J19242+755,1238,19:24:17.89,+75:33:21.3,M6.0 V,76.0,2015ApJ...812....3W,HS,This work,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.11850,0.00810,0.13510,0.00160,This work,,,,,,,,,,,,,,,3144,18,This work,5.00,0.06,0.0016062724,0.0000071237,This work,13.2476,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2289304297045379456,2289304297045379456,19241634+7533121,J192417.32+753318.0,291.0745256610770,0.018377648666501000,75.55592273663510,0.021736562252044700,94.06735403613870,0.019581584,DR3,10.630680646293300,0.0022129416542597100,10.630680646293300,0.0022129416542597100,,,,,,,698.048290608914,0.0382670335939556,DR3,369.4224297082930,0.024695106,592.282436385251,0.029232133,698.048290608914,369.422429708293,0.024695106,592.282436385251,0.029232133,,,,,,,,,,,-19.331678,0.651797,DR3,1.1356933,107.22888761216300,24.19543481193870,291.068089,75.553368,15.6733,0.0044,13.3804,0.0029,12.0110,0.0039,9.908,0.022,9.280,0.026,8.963,0.021,AAA,8.715,0.022,8.525,0.019,8.342,0.018,8.203,0.148,AAAB,0.21911633014679000,36.80549621582030,1.5736957,1,0,NOT_AVAILABLE,0.37631324,7.5352573,18,-0.48216256,367,359,0.01319985929876570,0,False
2166,,Ross 164,,J19251+283,,19:25:08.74,+28:21:19.8,M3.5 V,73.5,2013AJ....145..102L,HS,This work,0,,Single,,-,,,-,High proper motion,Several additional optical Gaia sources,,,,,,,,,,,,,,,,,0.35240,0.09860,0.35670,0.09300,This work,,,,,,,,,,,,,,,3472,29,Marf21,4.50,0.25,0.0166622940,0.0086695460,This work,10.1740,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2026037542160935552,2026037542160935552,19250845+2821132,J192508.65+282117.8,291.2863975656520,0.014429553411901000,28.355511224649600,0.01971518062055110,59.616415572683000,0.023243926,DR3,16.773903469268800,0.006540000220165560,16.773903469268800,0.006540000220165560,,,,,,,431.007420478574,0.0313401863823683,DR3,207.5326774198930,0.019736432,377.7533379210900,0.024345031,431.007420478574,207.532677419893,0.019736432,377.75333792109,0.024345031,,,,,,,,,,,-40.59924,0.23803425,DR3,1.1739082,61.8796531722845,5.842165649194070,291.285245,28.353678,12.7747,0.0032,11.2972,0.0028,10.1094,0.0039,8.442,0.021,7.868,0.029,7.552,9.995,AAF,7.407,0.028,7.317,0.020,7.221,0.018,7.070,0.099,AAAA,0.20423059165477800,73.3125,1.4430143,0,0,NOT_AVAILABLE,0.6379326,2.6221848,19,-3.8707576,448,445,0.02563580870628360,1,False
2167,,LSPM J1925+0938,,J19255+096,,19:25:31.00,+09:38:19.4,M8/9V,78.5,2014AJ....147...20N,AB Dor,Gag18b,0,,Single*,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.10200,0.04800,0.10640,0.02150,This work,,,,,,,,,,,,,,,2400,50,This work,4.00,0.25,0.0011634914,0.0000127134,This work,14.5337,0.0080,,,,,,,,,,,,,,,True,False,False,False,False,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,4308488780772030336,4308488780772030336,19253089+0938235,J192530.97+093820.7,291.37917112504400,0.1531166136264800,9.638733171840730,0.16178666055202500,58.911958823045200,0.18974207,DR3,16.974482260956800,0.05467096096815450,16.974482260956800,0.05467096096815450,,,,,,,255.76128415017,0.268511279803916,DR3,80.18554884439090,0.18696278,-242.86644936398200,0.19272578,255.76128415017,80.1855488443909,0.18696278,-242.866449363982,0.19272578,,,,,,,,,,,-21.0,4.0,2014AJ....147...20N,2.745285,45.40179704361070,-3.0749371231914100,291.378737,9.639872,19.1753,0.0304,15.6827,0.0038,14.0944,0.0042,11.214,0.026,10.519,0.022,10.024,0.022,AAA,9.707,0.023,9.468,0.020,9.071,0.029,8.531,,AAAU,1.493557095527650,281.09857177734400,1.8467889,1,0,NOT_AVAILABLE,,,,,350,342,0.02584863267838960,0,False
2168,,G 185-23,,J19260+244,,19:26:01.84,+24:26:18.7,M4.5 V,74.5,2015A&A...577A.128A,HS,This work,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.27150,0.01310,0.28010,0.00910,This work,,,,,,,,,,,,,,,3100,50,This work,4.50,0.25,0.0065282811,0.0000273281,This work,11.4050,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2022893621784904064,2022893621784904064,19260160+2426170,J192601.76+242618.1,291.50765658547600,0.011088648810982700,24.438522554530000,0.016686156392097500,53.82551307603440,0.021471726,DR3,18.578550260865900,0.007411235265236250,18.578550260865900,0.007411235265236250,,,,,,,206.565781574805,0.0256927261424412,DR3,181.99351753266200,0.013757345,97.7127509268802,0.021699116,206.565781574805,181.993517532662,0.013757345,97.7127509268802,0.021699116,,,,,,,,,,,-34.827858,0.48274,DR3,1.1094089,58.50036553255950,3.830981826212490,291.506696,24.438070,14.5173,0.0032,12.7501,0.0028,11.4776,0.0038,9.625,0.020,9.028,0.021,8.729,0.018,AAA,8.556,0.023,8.399,0.020,8.241,0.020,8.019,0.221,AAAB,0.18871736526489300,48.629493713378900,1.5013049,1,0,NOT_AVAILABLE,0.29516461,10.470856,36,-2.193512,685,683,0.004312396515160800,0,False
2169,,GJ 4110,,J19268+167,4110,19:26:49.42,+16:42:58.3,M3.5 Ve,73.5,2013AJ....145..102L,,,0,,Single,,-,,,-,Eruptive variable,,,,,,,,,,,,,,,,,,0.38700,0.01610,0.38950,0.01190,This work,,,,,,,,,,,,,,,3300,50,This work,4.50,0.25,0.0162101593,0.0000993702,This work,10.2091,0.0031,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,4322492440039701120,4322492440039701120,19264937+1643019,J192649.41+164259.4,291.7059058571900,0.015596025623381100,16.716181268181100,0.016223516315221800,47.705517354155700,0.021075943,DR3,20.96193596594310,0.00926082751200647,20.96193596594310,0.00926082751200647,,,,,,,210.360223919093,0.0270495965753654,DR3,34.80313817797520,0.018939089,-207.4612382597190,0.01931299,210.360223919093,34.8031381779752,0.018939089,-207.461238259719,0.01931299,,,,,,,,,,,-22.099,0.44981447,DR3,0.98553103,51.785389378493900,0.004054567061553220,291.705727,16.717199,13.2933,0.0047,11.8163,0.0029,10.6242,0.0043,9.000,0.023,8.361,0.044,8.157,0.029,AAA,7.762,0.021,7.677,0.019,7.522,0.051,7.380,0.238,AAAB,0.16842539608478500,32.33422088623050,1.4480697,0,0,NOT_AVAILABLE,0.46216458,4.4943047,13,-0.47059777,355,353,0.007131153717637060,2,False
2170,,TYC 2137-1575-1,,J19284+289,,19:28:25.51,+28:54:09.6,M0.0 V,70.0,2013AJ....145..102L,LA,This work,0,,Single,,-,,,-,Star,,,,,,,,,,,,,,,,,,0.62350,0.02700,0.59480,0.01210,This work,,,,,,,,,,,,,,,3900,50,This work,5.00,0.25,0.0691206232,0.0002527461,This work,8.1008,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,2026408043220034176,2026408043220034176,19282552+2854102,J192825.51+285409.8,292.10628755755300,0.008579461835324760,28.902656266318700,0.011092044413089800,38.59461107974990,0.013841606,DR3,25.910353078403900,0.009292512311915190,25.910353078403900,0.009292512311915190,,,,,,,41.8670437349419,0.0176255122172788,DR3,-9.410664786719850,0.011300458,-40.79569510837550,0.013526209,41.8670437349419,-9.41066478671985,0.011300458,-40.7956951083755,0.013526209,,,,,,,,,,,-14.735501,0.23563123,DR3,1.0869964,62.70399301934870,5.462280546987200,292.106346,28.902859,11.0720,0.0029,10.1682,0.0028,9.2320,0.0038,8.016,0.018,7.420,0.023,7.237,0.023,AAA,7.106,0.045,7.147,0.020,7.069,0.015,7.005,0.093,AAAA,0.0948440209031105,13.633735656738300,1.3124125,58,0,NOT_AVAILABLE,0.1859064,1.7381868,10,0.1115639,504,492,0.01079578697681430,0,False
2171,,PM J19289+0638,,J19289+066,,19:28:55.70,+06:38:24.5,M1.5 V,71.5,2013AJ....145..102L,UMa,This work,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.52600,0.02880,0.50780,0.01300,This work,,,,,,,,,,,,,,,3600,50,This work,5.00,0.25,0.0448061302,0.0002522611,This work,8.7716,0.0033,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,4294690189048270464,4294690189048270464,19285563+0638259,J192855.68+063824.9,292.2321001068730,0.021865788847208000,6.640130184850540,0.017710374668240500,30.519578358244000,0.025658406,DR3,32.765852406669300,0.027546892493660600,32.765852406669300,0.027546892493660600,,,,,,,101.340607089811,0.0301427333742853,DR3,54.1922198829832,0.024000715,-85.63364963310750,0.018235955,101.340607089811,54.1922198829832,0.024000715,-85.6336496331075,0.018235955,,,,,,,,,,,10.177109,0.22237724,DR3,1.3685093,43.151016601531200,-5.234923959168430,292.231813,6.640546,12.4503,0.0031,11.3487,0.0028,10.3016,0.0039,8.977,0.021,8.354,0.036,8.139,0.023,AAA,7.976,0.024,7.939,0.021,7.840,0.018,7.707,0.167,AAAB,0.2129465937614440,67.11289978027340,1.3671979,1,0,NOT_AVAILABLE,0.74483967,3.1208677,26,-1.0580254,565,558,0.0017279126914218100,0,False
2172,590,G 125-15,,J19312+361,,19:31:12.38,+36:07:28.2,M4.5 V,74.5,2015A&A...577A.128A,,,0,,Multiple,Triple,Aab,Aab+B,SB2,Shk10,Spectroscopic binary,,,,,,,,,,,,0.0100,,,,,,,,,,n/a,,,,,,,,,,0.7,,Shk10,0.01,Shk10,,,,,,,,,9.6701,0.0035,,,,,,,,,,,,,,,False,False,True,True,False,0,,false,true,false,4,true,false,true,false,false,false,false,false,false,false,2051425982875376896,2051425982875376896,19311257+3607300,J193112.44+360728.7,292.8015929576870,0.016531575471162800,36.12448810331050,0.01913200318813320,24.948264508495300,0.022058425,DR3,40.08294844154320,0.0354400087298888,40.08294844154320,0.0354400087298888,40.05398746863310,0.024378197672515200,,,,,167.847411645842,0.0341566952413852,DR3,-129.7780384480750,0.021895925,-106.44441898370500,0.026215421,167.847411645842,-129.778038448075,0.021895925,-106.444418983705,0.026215421,167.378687937349,-130.266202717022,0.015390694,-105.101577558646,0.018178819,,,,,,11.30354,14.287063,DR3,1.358463,69.41129641300550,8.320198698008870,292.802395,36.125027,14.3900,0.0059,12.6849,0.0029,11.4245,0.0045,9.609,0.022,9.061,0.020,8.839,0.019,AAA,8.667,0.022,8.438,0.018,8.353,0.020,8.028,0.151,AAAB,0.22036993503570600,54.41559982299810,1.4948201,1,0,NOT_AVAILABLE,0.0,158.11432,21,63.5798,409,408,0.0022438224405050300,1,False
2174,,GJ 761.2,,J19326+005,761.2,19:32:38.15,+00:34:39.5,M0.0 V,70.0,2013AJ....145..102L,HS,This work,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.63640,0.02680,0.60620,0.01200,This work,,,,,,,,,,,,,,,3900,50,This work,5.00,0.25,0.0740365908,0.0003818500,This work,8.0169,0.0030,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,4287473578816247936,4287473578816247936,19323790+0034390,J193238.07+003439.3,293.158956763371,0.015588346868753400,0.5776278519994080,0.013231256045401100,45.14242676560680,0.019313615,DR3,22.15210992515540,0.009477499398815930,22.15210992515540,0.009477499398815930,,,,,,,219.548729198644,0.0234887457468057,DR3,218.1172530876530,0.01845668,25.0301497845389,0.014528322,219.548729198644,218.117253087653,0.01845668,25.0301497845389,0.014528322,,,,,,,,,,,-48.171844,0.25450417,DR3,1.0786829,38.18729346671120,-8.888891183723410,293.157943,0.577512,10.6504,0.0032,9.7440,0.0028,8.8060,0.0038,7.635,0.024,7.045,0.040,6.808,0.024,AAA,6.742,0.068,6.702,0.021,6.667,0.017,6.524,0.060,AAAA,0.09308628737926480,8.858686447143560,1.3132873,0,0,VARIABLE,0.108016215,1.4498177,7,0.43951157,261,255,0.014026512391865300,4,False
2175,,Ross 1063,,J19336+395,,19:33:39.75,+39:31:29.9,M1.5 V,71.5,1995AJ....110.1838R,,,0,,Single*,,-,,,-,Eruptive variable,,,,,,,,,,,,,,,,,,0.43810,0.01700,0.43800,0.01260,This work,,,,,,,,,,,,,,,3500,50,This work,4.50,0.25,0.0259326324,0.0001402598,This work,9.4918,0.0038,,,,,,,,,,,,,,,True,False,False,False,False,1,nss_two_body_orbit / Orbital,true,true,false,4,true,false,true,false,false,false,false,false,false,false,2052469973468984192,2052469973468984192,19333940+3931372,J193339.64+393132.2,293.41564074205100,0.05020220950245860,39.52496479259570,0.06712786853313450,57.57447740279420,0.067470476,DR3,17.368807240818600,0.02035418721896040,17.368807240818600,0.02035418721896040,,,,,,,477.688385421217,0.115143034457541,DR3,225.10098898176500,0.07222376,-421.32616620115200,0.08967523,477.688385421217,225.100988981765,0.07222376,-421.326166201152,0.08967523,,,,,,,,,,,-5.442873,0.5100757,DR3,4.742271,72.68954815742120,9.464135604790590,293.414198,39.527016,11.9391,0.0029,10.6906,0.0028,9.5844,0.0038,8.120,0.020,7.560,0.021,7.339,0.016,AAA,7.110,0.044,7.010,0.020,6.932,0.016,6.817,0.059,AAAA,0.7408820390701290,744.2535400390630,1.3955314,3,4,NOT_AVAILABLE,1.5900412E-05,7.048361,15,2.2275836,372,371,0.007754337042570110,0,False
